LabSampleNumber,CropYear,FarmID,Bin,FieldNumber,Variety,CollectionSampleType,SampleHarvestDate,SugarTestProcessedDate,SpecificGravity,BudEndSucroseGramPerLiter,BudEndGlucoseGramPerLiter,StemEndSucroseGramPerLiter,StemEndGlucoseGramPerLiter,FryTestType,FryColorScore,WeightedColorScore
2020093009,2020,1,PRK25,22950,Burbank,Out-of-Storage (Bin),9/9/2020,9/30/2020,1.078,0.66,0.28,0.32,1.35,Blanch,2,9.42
2020093009,2020,1,PRK25,22950,Burbank,Out-of-Storage (Bin),9/9/2020,9/30/2020,1.078,0.66,0.28,0.32,1.35,Raw,7,12.6
2021082303,2021,1,PRK-FRYLAB,23670,Burbank,Direct From Field,8/23/2021,8/23/2021,1.086,0.94,0.07,0.82,0.1,,,
2019121116,2019,1,PRK32,23740,Burbank,Out-of-Storage (Bin),12/11/2019,12/11/2019,1.088,0.57,0.27,0.52,1.33,Blanch,18,18.3
2019121116,2019,1,PRK32,23740,Burbank,Out-of-Storage (Bin),12/11/2019,12/11/2019,1.088,0.57,0.27,0.52,1.33,Raw,44,33.17
2021011916,2020,1,PRK16,23950,Burbank,Out-of-Storage (Bin),1/19/2021,1/19/2021,1.087,0.54,0.16,0.49,2.14,Blanch,1,9.3
2021011916,2020,1,PRK16,23950,Burbank,Out-of-Storage (Bin),1/19/2021,1/19/2021,1.087,0.54,0.16,0.49,2.14,Raw,14,15.55
2021082307,2021,1,PRK-FRYLAB,21170,Burbank,Direct From Field,8/23/2021,8/23/2021,1.076,0.85,0.1,0.53,0.03,,,
2020022705,2019,1,PRK12,23730,Burbank,Out-of-Storage (Bin),2/27/2020,2/27/2020,1.092,0.45,0.45,0.54,1.44,Blanch,5,11.22
2020022705,2019,1,PRK12,23730,Burbank,Out-of-Storage (Bin),2/27/2020,2/27/2020,1.092,0.45,0.45,0.54,1.44,Raw,11,14.05
2019082044,2019,1,NOBIN,11970,Burbank,Direct From Field,8/19/2019,8/20/2019,1.077,0.58,0.11,0.63,0.09,,,
2020011605,2019,1,PRK12,23730,Burbank,Out-of-Storage (Bin),1/16/2020,1/16/2020,1.088,0.55,0.38,0.49,1.88,Blanch,16,16.84
2020011605,2019,1,PRK12,23730,Burbank,Out-of-Storage (Bin),1/16/2020,1/16/2020,1.088,0.55,0.38,0.49,1.88,Raw,39,30.44
2021020903,2020,1,OSG15,24000,Burbank,Out-of-Storage (Bin),2/9/2021,2/9/2021,1.085,0.51,0.33,0.44,2.42,Blanch,4,9.73
2021020903,2020,1,OSG15,24000,Burbank,Out-of-Storage (Bin),2/9/2021,2/9/2021,1.085,0.51,0.33,0.44,2.42,Raw,19,17.74
2019121115,2019,1,PRK25,23380,Burbank,Out-of-Storage (Bin),12/11/2019,12/11/2019,1.081,0.52,0.38,0.41,0.91,Blanch,11,14.33
2019121115,2019,1,PRK25,23380,Burbank,Out-of-Storage (Bin),12/11/2019,12/11/2019,1.081,0.52,0.38,0.41,0.91,Raw,21,20.63
2019081903,2019,1,NOBIN,11500,Burbank,Direct From Field,8/19/2019,8/19/2019,1.08,1,0.13,0.67,0.08,Raw,,
2020112310,2020,1,PRK17,23910,Burbank,Out-of-Storage (Bin),9/17/2020,11/23/2020,1.083,0.41,0.26,0.26,1.72,Blanch,1,6.72
2020112310,2020,1,PRK17,23910,Burbank,Out-of-Storage (Bin),9/17/2020,11/23/2020,1.083,0.41,0.26,0.26,1.72,Raw,11,14.08
2019110713,2019,1,PRK14,23390,Burbank,Out-of-Storage (Bin),11/7/2019,11/7/2019,1.083,0.32,0.33,0.25,1.34,Blanch,16,17.11
2019110713,2019,1,PRK14,23390,Burbank,Out-of-Storage (Bin),11/7/2019,11/7/2019,1.083,0.32,0.33,0.25,1.34,Raw,24,20.75
2019082003,2019,1,NOBIN,11940,Burbank,Direct From Field,8/19/2019,8/20/2019,1.08,1.14,0.36,0.74,0.22,,,
2021051404,2020,1,PRK25,21090,Burbank,Out-of-Storage (Bin),5/14/2021,5/14/2021,0,0,0,0,0,Blanch,13,14.93
2021051404,2020,1,PRK25,21090,Burbank,Out-of-Storage (Bin),5/14/2021,5/14/2021,0,0,0,0,0,Raw,47,34.19
2021051706,2020,1,OSG13,23560,Burbank,Out-of-Storage (Bin),5/17/2021,5/17/2021,1.084,0.33,0.07,0.27,1.61,Blanch,5,9.08
2021051706,2020,1,OSG13,23560,Burbank,Out-of-Storage (Bin),5/17/2021,5/17/2021,1.084,0.33,0.07,0.27,1.61,Raw,22,20.38
2019090534,2019,1,NOBIN,22390,Burbank,Direct From Field,9/3/2019,9/5/2019,1.074,0.46,0.16,0.37,0.66,,,
2019092605,2019,1,OSG15,20750,Burbank,Off Harvest Line (Loading Conveyer),9/24/2019,9/26/2019,1.084,0.58,0.16,0.34,0.72,Blanch,3,9.93
2019092605,2019,1,OSG15,20750,Burbank,Off Harvest Line (Loading Conveyer),9/24/2019,9/26/2019,1.084,0.58,0.16,0.34,0.72,Raw,2,10.73
2020011524,2019,1,PRK31,22800,Burbank,Out-of-Storage (Bin),1/15/2020,1/15/2020,1.084,0.47,0.29,0.51,1.49,Blanch,31,24.09
2020011524,2019,1,PRK31,22800,Burbank,Out-of-Storage (Bin),1/15/2020,1/15/2020,1.084,0.47,0.29,0.51,1.49,Raw,35,26.75
2021020919,2020,1,PRK21,11650,Burbank,Out-of-Storage (Bin),2/9/2021,2/9/2021,1.085,0.64,0.24,0.19,2.35,Blanch,2,8.66
2021020919,2020,1,PRK21,11650,Burbank,Out-of-Storage (Bin),2/9/2021,2/9/2021,1.085,0.64,0.24,0.19,2.35,Raw,20,19.11
2020020709,2019,1,OSG13,22020,Burbank,Out-of-Storage (Bin),2/7/2020,2/7/2020,1.083,0.5,0.41,0.39,2.24,Blanch,17,17.11
2020020709,2019,1,OSG13,22020,Burbank,Out-of-Storage (Bin),2/7/2020,2/7/2020,1.083,0.5,0.41,0.39,2.24,Raw,47,34.67
2019102313,2019,1,PRK12,23730,Burbank,Out-of-Storage (Bin),10/23/2019,10/23/2019,1.089,0.5,0.33,0.38,1.14,Blanch,21,18.72
2019102313,2019,1,PRK12,23730,Burbank,Out-of-Storage (Bin),10/23/2019,10/23/2019,1.089,0.5,0.33,0.38,1.14,Raw,20,19.21
2021051805,2020,1,OSG13,22060,Burbank,Out-of-Storage (Bin),5/18/2021,5/18/2021,1.08,0.34,0.1,0.19,1.83,Blanch,6,10.42
2021051805,2020,1,OSG13,22060,Burbank,Out-of-Storage (Bin),5/18/2021,5/18/2021,1.08,0.34,0.1,0.19,1.83,Raw,27,21.9
2019082112,2019,1,NOBIN,22400,Burbank,Direct From Field,8/19/2019,8/21/2019,1.082,0.43,0.17,0.79,0.1,,,
2019090540,2019,1,NOBIN,23410,Burbank,Direct From Field,9/1/2019,9/5/2019,1.086,0.34,0.08,0.28,0.18,,,
2019082713,2019,1,NOBIN,20800,Burbank,Direct From Field,8/19/2019,8/27/2019,1.08,0.63,0.15,0.48,0.27,,,
2021082430,2021,1,PRK-FRYLAB,11740,Burbank,Direct From Field,8/24/2021,8/24/2021,1.081,0.34,0.01,0.24,0.05,,,
2021082402,2021,1,PRK-FRYLAB,20030,Burbank,Direct From Field,8/24/2021,8/24/2021,1.071,0.88,0.57,0.33,0.25,,,
2019101106,2019,1,PRK25,22800,Burbank,Out-of-Storage (Bin),10/11/2019,10/11/2019,1.085,0.54,0.39,0.41,0.93,Blanch,14,15.2
2019101106,2019,1,PRK25,22800,Burbank,Out-of-Storage (Bin),10/11/2019,10/11/2019,1.085,0.54,0.39,0.41,0.93,Raw,29,24.37
2021020917,2020,1,PRK12,22500,Burbank,Out-of-Storage (Bin),2/9/2021,2/9/2021,1.084,0.39,0.15,0.39,1.62,Blanch,2,7.78
2021020917,2020,1,PRK12,22500,Burbank,Out-of-Storage (Bin),2/9/2021,2/9/2021,1.084,0.39,0.15,0.39,1.62,Raw,16,17.26
2019111314,2019,1,PRK06,23850,Burbank,Out-of-Storage (Bin),11/13/2019,11/13/2019,1.078,0.03,0.72,0.18,1.79,Blanch,25,21.38
2019111314,2019,1,PRK06,23850,Burbank,Out-of-Storage (Bin),11/13/2019,11/13/2019,1.078,0.03,0.72,0.18,1.79,Raw,34,27.13
2019120316,2019,1,BAD01,23820,Burbank,Out-of-Storage (Bin),12/3/2019,12/3/2019,1.083,0.45,0.18,0.52,0.98,Blanch,7,12.82
2019120316,2019,1,BAD01,23820,Burbank,Out-of-Storage (Bin),12/3/2019,12/3/2019,1.083,0.45,0.18,0.52,0.98,Raw,21,19.2
2019102324,2019,1,OSG14,23400,Burbank,Out-of-Storage (Bin),10/23/2019,10/23/2019,1.087,0.48,0.27,0.32,1.23,Blanch,27,22.24
2019102324,2019,1,OSG14,23400,Burbank,Out-of-Storage (Bin),10/23/2019,10/23/2019,1.087,0.48,0.27,0.32,1.23,Raw,30,23.13
2019103004,2019,1,OSG17,22400,Burbank,Out-of-Storage (Bin),10/30/2019,10/30/2019,1.086,0.71,0.57,0.46,1.67,Blanch,26,21.78
2019103004,2019,1,OSG17,22400,Burbank,Out-of-Storage (Bin),10/30/2019,10/30/2019,1.086,0.71,0.57,0.46,1.67,Raw,47,36.38
2020010703,2019,1,OSG04,20830,Burbank,Out-of-Storage (Bin),1/7/2020,1/7/2020,1.09,0.64,0.47,0.42,1.94,Blanch,18,20.36
2020010703,2019,1,OSG04,20830,Burbank,Out-of-Storage (Bin),1/7/2020,1/7/2020,1.09,0.64,0.47,0.42,1.94,Raw,44,33.05
2019100114,2019,1,OSG11,20090,Burbank,Off Harvest Line (Loading Conveyer),9/27/2019,10/1/2019,1.083,0.64,0.24,0.24,1.09,Blanch,2,11.13
2019100114,2019,1,OSG11,20090,Burbank,Off Harvest Line (Loading Conveyer),9/27/2019,10/1/2019,1.083,0.64,0.24,0.24,1.09,Raw,11,16.21
2019082306,2019,1,NOBIN,23780,Burbank,Direct From Field,8/19/2019,8/23/2019,1.077,0.94,0.42,0.62,0.12,,,
2020082447,2020,1,PRK-FRYLAB,20970,Burbank,Direct From Field,8/24/2020,8/24/2020,1.08,0.44,0.15,0.41,0.13,,,
2021082305,2021,1,PRK-FRYLAB,23650,Burbank,Direct From Field,8/23/2021,8/23/2021,1.074,0.89,0.07,0.45,0.13,,,
2021082314,2021,1,PRK-FRYLAB,23320,Burbank,Direct From Field,8/23/2021,8/23/2021,1.073,0.49,0.01,0.35,0.09,,,
2019082124,2019,1,NOBIN,22160,Burbank,Direct From Field,8/19/2019,8/21/2019,1.078,1.02,0.25,0.76,0.32,,,
2019082002,2019,1,NOBIN,11530,Burbank,Direct From Field,8/20/2019,8/20/2019,1.079,0.95,0.19,0.53,0.14,,,
2019102233,2019,1,PRK26,11500,Burbank,Off Harvest Line (Loading Conveyer),10/22/2019,10/22/2019,1.084,0.42,0.26,0.24,1.02,Blanch,34,29.44
2019102233,2019,1,PRK26,11500,Burbank,Off Harvest Line (Loading Conveyer),10/22/2019,10/22/2019,1.084,0.42,0.26,0.24,1.02,Raw,35,28.24
2020121502,2020,1,OSG15,23510,Burbank,Out-of-Storage (Bin),9/10/2020,12/15/2020,1.089,0.54,0.35,0.49,1.8,Blanch,4,8.84
2020121502,2020,1,OSG15,23510,Burbank,Out-of-Storage (Bin),9/10/2020,12/15/2020,1.089,0.54,0.35,0.49,1.8,Raw,16,15.94
2020031201,2019,1,PRK26,23300,Burbank,Out-of-Storage (Bin),3/12/2020,3/12/2020,1.09,0.42,0.48,0.36,1.19,Blanch,4,8.31
2020031201,2019,1,PRK26,23300,Burbank,Out-of-Storage (Bin),3/12/2020,3/12/2020,1.09,0.42,0.48,0.36,1.19,Raw,8,12
2021020509,2020,1,PRK16,23940,Burbank,Out-of-Storage (Bin),2/5/2021,2/5/2021,1.081,0.49,0.08,0.44,1.78,Blanch,1,7.15
2021020509,2020,1,PRK16,23940,Burbank,Out-of-Storage (Bin),2/5/2021,2/5/2021,1.081,0.49,0.08,0.44,1.78,Raw,6,12
2019101515,2019,1,OSG17,20800,Burbank,Out-of-Storage (Bin),10/15/2019,10/15/2019,1.081,0.59,0.5,0.33,1.5,Blanch,29,23.88
2019101515,2019,1,OSG17,20800,Burbank,Out-of-Storage (Bin),10/15/2019,10/15/2019,1.081,0.59,0.5,0.33,1.5,Raw,36,29.73
2020121122,2020,1,PRK20,23930,Burbank,Out-of-Storage (Bin),12/11/2020,12/11/2020,1.079,0.65,0.37,0.5,1.88,Blanch,6,10.11
2020121122,2020,1,PRK20,23930,Burbank,Out-of-Storage (Bin),12/11/2020,12/11/2020,1.079,0.65,0.37,0.5,1.88,Raw,23,21.11
2021020914,2020,1,OSG15,23510,Burbank,Out-of-Storage (Bin),2/9/2021,2/9/2021,1.091,0.69,0.31,0.63,1.81,Blanch,5,9.38
2021020914,2020,1,OSG15,23510,Burbank,Out-of-Storage (Bin),2/9/2021,2/9/2021,1.091,0.69,0.31,0.63,1.81,Raw,14,15.84
2019100109,2019,1,OSG15,22160,Burbank,Off Harvest Line (Loading Conveyer),9/26/2019,10/1/2019,1.088,0.45,0.14,0.12,0.84,Blanch,2,11.67
2019100109,2019,1,OSG15,22160,Burbank,Off Harvest Line (Loading Conveyer),9/26/2019,10/1/2019,1.088,0.45,0.14,0.12,0.84,Raw,17,17.84
2019100220,2019,1,BAD01,23820,Burbank,Off Harvest Line (Loading Conveyer),10/2/2019,10/2/2019,1.085,0.55,0.19,0.52,0.7,Blanch,9,13.39
2019100220,2019,1,BAD01,23820,Burbank,Off Harvest Line (Loading Conveyer),10/2/2019,10/2/2019,1.085,0.55,0.19,0.52,0.7,Raw,17,16.77
2019090426,2019,1,NOBIN,23830,Burbank,Direct From Field,9/2/2019,9/4/2019,1.081,1.08,0.48,0.71,0.46,,,
2020121416,2020,1,PRK16,23940,Burbank,Out-of-Storage (Bin),12/14/2020,12/14/2020,1.084,0.57,0.17,0.47,2.25,Blanch,9,13.33
2020121416,2020,1,PRK16,23940,Burbank,Out-of-Storage (Bin),12/14/2020,12/14/2020,1.084,0.57,0.17,0.47,2.25,Raw,27,20.01
2019081911,2019,1,NOBIN,20920,Burbank,Direct From Field,8/19/2019,8/19/2019,1.084,1.65,0.3,1.04,0.13,,,
2021020922,2020,1,PRK21,11700,Burbank,Out-of-Storage (Bin),2/9/2021,2/9/2021,1.083,0.55,0.23,0.44,2.69,Blanch,12,14.38
2021020922,2020,1,PRK21,11700,Burbank,Out-of-Storage (Bin),2/9/2021,2/9/2021,1.083,0.55,0.23,0.44,2.69,Raw,33,25.1
2020031711,2019,1,PRK32,23740,Burbank,Out-of-Storage (Bin),3/17/2020,3/17/2020,1.09,0.24,0.16,0.26,0.92,Blanch,1,5.44
2020031711,2019,1,PRK32,23740,Burbank,Out-of-Storage (Bin),3/17/2020,3/17/2020,1.09,0.24,0.16,0.26,0.92,Raw,1,7.52
2019110718,2019,1,PRK21,23050,Burbank,Out-of-Storage (Bin),11/7/2019,11/7/2019,1.079,0.16,0.35,0.28,1.31,Blanch,38,32.35
2019110718,2019,1,PRK21,23050,Burbank,Out-of-Storage (Bin),11/7/2019,11/7/2019,1.079,0.16,0.35,0.28,1.31,Raw,45,36.97
2021082407,2021,1,PRK-FRYLAB,23220,Burbank,Direct From Field,8/24/2021,8/24/2021,1.068,0.69,0.07,0.29,0.18,,,
2021041310,2020,1,PRK17,23920,Burbank,Out-of-Storage (Bin),4/13/2021,4/13/2021,1.083,0.59,0.18,0.41,1.54,Blanch,4,8.48
2021041310,2020,1,PRK17,23920,Burbank,Out-of-Storage (Bin),4/13/2021,4/13/2021,1.083,0.59,0.18,0.41,1.54,Raw,15,17.42
2019100408,2019,1,OSG16,22400,Burbank,Off Harvest Line (Loading Conveyer),10/4/2019,10/4/2019,1.086,0.6,0.15,0.37,0.54,Blanch,1,9.8
2019100408,2019,1,OSG16,22400,Burbank,Off Harvest Line (Loading Conveyer),10/4/2019,10/4/2019,1.086,0.6,0.15,0.37,0.54,Raw,2,11.84
2019110714,2019,1,PRK20,11600,Burbank,Out-of-Storage (Bin),11/7/2019,11/7/2019,1.082,0.29,0.38,0.34,1.4,Blanch,29,24.2
2019110714,2019,1,PRK20,11600,Burbank,Out-of-Storage (Bin),11/7/2019,11/7/2019,1.082,0.29,0.38,0.34,1.4,Raw,41,30.43
2019090311,2019,1,NOBIN,23050,Burbank,Direct From Field,9/1/2019,9/3/2019,1.08,0.36,0.06,0.43,0.14,,,
2020082419,2020,1,PRK-FRYLAB,11070,Burbank,Direct From Field,8/24/2020,8/24/2020,1.075,0.49,0.14,0.47,0.14,,,
2020101520,2020,1,PRK25,11860,Burbank,Out-of-Storage (Bin),9/11/2020,10/15/2020,1.081,0.7,0.24,0.47,1.49,Blanch,2,7.48
2020101520,2020,1,PRK25,11860,Burbank,Out-of-Storage (Bin),9/11/2020,10/15/2020,1.081,0.7,0.24,0.47,1.49,Raw,9,13.7
2020110405,2020,1,PRK12,23010,Burbank,Out-of-Storage (Bin),11/4/2020,11/4/2020,1.083,0.54,0.35,0.3,1.71,Blanch,1,7.9
2020110405,2020,1,PRK12,23010,Burbank,Out-of-Storage (Bin),11/4/2020,11/4/2020,1.083,0.54,0.35,0.3,1.71,Raw,3,10.34
2020093014,2020,1,BAD01,23960,Burbank,Out-of-Storage (Bin),9/16/2020,9/30/2020,1.084,0.85,0.18,0.54,1.42,Blanch,5,10.11
2020093014,2020,1,BAD01,23960,Burbank,Out-of-Storage (Bin),9/16/2020,9/30/2020,1.084,0.85,0.18,0.54,1.42,Raw,17,15.8
2020101425,2020,1,BAD01,23960,Burbank,Out-of-Storage (Bin),9/16/2020,10/14/2020,1.083,0.98,0.32,0.73,2.3,Blanch,5,11.11
2020101425,2020,1,BAD01,23960,Burbank,Out-of-Storage (Bin),9/16/2020,10/14/2020,1.083,0.98,0.32,0.73,2.3,Raw,16,16.54
2020102315,2020,1,PRK16,23940,Burbank,Out-of-Storage (Bin),9/28/2020,10/23/2020,1.084,0.71,0.12,0.41,1.54,Blanch,2,6.74
2020102315,2020,1,PRK16,23940,Burbank,Out-of-Storage (Bin),9/28/2020,10/23/2020,1.084,0.71,0.12,0.41,1.54,Raw,6,12.99
2021020910,2020,1,OSG14,22050,Burbank,Out-of-Storage (Bin),2/9/2021,2/9/2021,1.075,0.65,0.25,0.33,2.75,Blanch,1,6.71
2021020910,2020,1,OSG14,22050,Burbank,Out-of-Storage (Bin),2/9/2021,2/9/2021,1.075,0.65,0.25,0.33,2.75,Raw,13,15.36
2019101517,2019,1,OSG17,22400,Burbank,Out-of-Storage (Bin),10/15/2019,10/15/2019,1.085,0.64,0.36,0.31,0.95,Blanch,17,17.2
2019101517,2019,1,OSG17,22400,Burbank,Out-of-Storage (Bin),10/15/2019,10/15/2019,1.085,0.64,0.36,0.31,0.95,Raw,33,27.3
2020020707,2019,1,OSG08,22250,Burbank,Out-of-Storage (Bin),2/7/2020,2/7/2020,1.09,0.69,0.78,0.66,1.58,Blanch,6,13.13
2020020707,2019,1,OSG08,22250,Burbank,Out-of-Storage (Bin),2/7/2020,2/7/2020,1.09,0.69,0.78,0.66,1.58,Raw,21,21.37
2019110705,2019,1,PRK25,22800,Burbank,Out-of-Storage (Bin),11/7/2019,11/7/2019,1.082,0.28,0.43,0.16,1.18,Blanch,24,20.63
2019110705,2019,1,PRK25,22800,Burbank,Out-of-Storage (Bin),11/7/2019,11/7/2019,1.082,0.28,0.43,0.16,1.18,Raw,34,27
2019110712,2019,1,PRK12,23730,Burbank,Out-of-Storage (Bin),11/7/2019,11/7/2019,1.088,0.36,0.35,0.34,1.19,Blanch,16,18.31
2019110712,2019,1,PRK12,23730,Burbank,Out-of-Storage (Bin),11/7/2019,11/7/2019,1.088,0.36,0.35,0.34,1.19,Raw,38,30.69
2020010702,2019,1,OSG13,23550,Burbank,Out-of-Storage (Bin),1/7/2020,1/7/2020,1.893,0.5,0.41,0.37,1.62,Blanch,27,22.77
2020010702,2019,1,OSG13,23550,Burbank,Out-of-Storage (Bin),1/7/2020,1/7/2020,1.893,0.5,0.41,0.37,1.62,Raw,47,37.44
2021082306,2021,1,PRK-FRYLAB,23690,Burbank,Direct From Field,8/23/2021,8/23/2021,1.073,0.01,0,0.74,0.09,,,
2019082121,2019,1,NOBIN,22390,Burbank,Direct From Field,8/19/2019,8/21/2019,1.072,0.95,0.14,1.1,0.17,,,
2021051801,2020,1,PRK17,23900,Burbank,Out-of-Storage (Bin),5/18/2021,5/18/2021,1.079,0.21,0.11,0.14,1.44,Blanch,4,8.88
2021051801,2020,1,PRK17,23900,Burbank,Out-of-Storage (Bin),5/18/2021,5/18/2021,1.079,0.21,0.11,0.14,1.44,Raw,24,21.39
2019082028,2019,1,NOBIN,20310,Burbank,Direct From Field,8/19/2019,8/20/2019,1.074,1.42,0.21,1.45,0.1,,,
2020010705,2019,1,OSG17,20800,Burbank,Out-of-Storage (Bin),1/7/2020,1/7/2020,1.081,0.51,1.03,0.46,2.14,Blanch,37,30.66
2020010705,2019,1,OSG17,20800,Burbank,Out-of-Storage (Bin),1/7/2020,1/7/2020,1.081,0.51,1.03,0.46,2.14,Raw,44,33.16
2019082214,2019,1,NOBIN,22180,Burbank,Direct From Field,8/19/2019,8/22/2019,1.079,0.78,0.21,0.51,0.17,,,
2021082329,2021,1,PRK-FRYLAB,11140,Burbank,Direct From Field,8/23/2021,8/23/2021,1.074,0.54,0.12,0.44,0.32,,,
2019082038,2019,1,NOBIN,22660,Burbank,Direct From Field,8/19/2019,8/20/2019,1.077,1.17,0.31,0.96,0.05,,,
2021020511,2020,1,BAD01,20970,Burbank,Out-of-Storage (Bin),2/5/2021,2/5/2021,1.084,0.61,0.14,0.34,2.45,Blanch,5,11.24
2021020511,2020,1,BAD01,20970,Burbank,Out-of-Storage (Bin),2/5/2021,2/5/2021,1.084,0.61,0.14,0.34,2.45,Raw,15,15.56
2020082440,2020,1,PRK-FRYLAB,11860,Burbank,Direct From Field,8/24/2020,8/24/2020,1.072,0.28,0.1,0.32,0.09,,,
2020092102,2020,1,OSG13,22060,Burbank,Off Harvest Line (Loading Conveyer),9/19/2020,9/21/2020,1.087,0.58,0.07,0.51,1.08,,,
2020102317,2020,1,OSG16,22980,Burbank,Out-of-Storage (Bin),9/15/2020,10/23/2020,1.084,0.69,0.17,0.45,1.07,Blanch,1,6.67
2020102317,2020,1,OSG16,22980,Burbank,Out-of-Storage (Bin),9/15/2020,10/23/2020,1.084,0.69,0.17,0.45,1.07,Raw,2,10.2
2020121102,2020,1,PRK25,21090,Burbank,Out-of-Storage (Bin),12/11/2020,12/11/2020,1.075,0.61,0.38,0.42,1.9,Blanch,7,10.7
2020121102,2020,1,PRK25,21090,Burbank,Out-of-Storage (Bin),12/11/2020,12/11/2020,1.075,0.61,0.38,0.42,1.9,Raw,19,18.57
2020101530,2020,1,PRK21,11650,Burbank,Out-of-Storage (Bin),9/19/2020,10/15/2020,1.084,0.83,0.26,0.41,1.79,Blanch,3,8.08
2020101530,2020,1,PRK21,11650,Burbank,Out-of-Storage (Bin),9/19/2020,10/15/2020,1.084,0.83,0.26,0.41,1.79,Raw,16,15.62
2019090447,2019,1,NOBIN,23770,Burbank,Direct From Field,9/4/2019,9/4/2019,1.084,1.93,0.21,0.63,0.06,,,
2021011913,2020,1,OSG13,23560,Burbank,Out-of-Storage (Bin),1/19/2021,1/19/2021,1.082,0.39,0.16,0.22,1.76,Blanch,4,9.28
2021011913,2020,1,OSG13,23560,Burbank,Out-of-Storage (Bin),1/19/2021,1/19/2021,1.082,0.39,0.16,0.22,1.76,Raw,6,12.55
2019120418,2019,1,PRK23,23770,Burbank,Out-of-Storage (Bin),12/4/2019,12/4/2019,1.086,0.47,0.3,0.44,0.89,Blanch,9,13.59
2019120418,2019,1,PRK23,23770,Burbank,Out-of-Storage (Bin),12/4/2019,12/4/2019,1.086,0.47,0.3,0.44,0.89,Raw,14,16.08
2020100812,2020,1,PRK16,23940,Burbank,Out-of-Storage (Bin),9/28/2020,10/8/2020,1.082,0.73,0.09,0.48,1.34,Blanch,3,7.02
2020100812,2020,1,PRK16,23940,Burbank,Out-of-Storage (Bin),9/28/2020,10/8/2020,1.082,0.73,0.09,0.48,1.34,Raw,1,8.91
2020082418,2020,1,PRK-FRYLAB,23980,Burbank,Direct From Field,8/24/2020,8/24/2020,1.073,0.37,0.13,0.36,0.07,,,
2019090505,2019,1,NOBIN,23140,Burbank,Direct From Field,9/5/2019,9/5/2019,1.089,0.48,0.11,0.55,0.5,,,
2021082342,2021,1,PRK-FRYLAB,11060,Burbank,Direct From Field,8/23/2021,8/23/2021,1.074,0.81,0.17,0.36,0.1,,,
2019082008,2019,1,NOBIN,21150,Burbank,Direct From Field,8/19/2019,8/20/2019,1.078,1.15,0.31,0.53,0.08,,,
2020010820,2019,1,BAD02,23830,Burbank,Out-of-Storage (Bin),1/8/2020,1/8/2020,1.08,0.53,0.24,0.51,1.1,Blanch,28,23.43
2020010820,2019,1,BAD02,23830,Burbank,Out-of-Storage (Bin),1/8/2020,1/8/2020,1.08,0.53,0.24,0.51,1.1,Raw,45,34.96
2021041405,2020,1,PRK25,22950,Burbank,Out-of-Storage (Bin),4/14/2021,4/14/2021,1.081,0.26,0.27,0.03,2.08,Blanch,5,10.02
2021041405,2020,1,PRK25,22950,Burbank,Out-of-Storage (Bin),4/14/2021,4/14/2021,1.081,0.26,0.27,0.03,2.08,Raw,22,19.54
2020011602,2019,1,PRK21,23050,Burbank,Out-of-Storage (Bin),1/16/2020,1/16/2020,1.085,0.61,0.48,0.57,1.64,Blanch,21,19.41
2020011602,2019,1,PRK21,23050,Burbank,Out-of-Storage (Bin),1/16/2020,1/16/2020,1.085,0.61,0.48,0.57,1.64,Raw,42,33.05
2020102326,2020,1,OSG14,22050,Burbank,Out-of-Storage (Bin),9/24/2020,10/23/2020,1.079,0.99,2.68,0.46,1.75,Blanch,1,8.91
2020102326,2020,1,OSG14,22050,Burbank,Out-of-Storage (Bin),9/24/2020,10/23/2020,1.079,0.99,2.68,0.46,1.75,Raw,8,13.36
2019101107,2019,1,PRK13,11980,Burbank,Off Harvest Line (Loading Conveyer),10/11/2019,10/11/2019,1.088,0.59,0.07,0.42,1.58,Blanch,12,16.7
2019101107,2019,1,PRK13,11980,Burbank,Off Harvest Line (Loading Conveyer),10/11/2019,10/11/2019,1.088,0.59,0.07,0.42,1.58,Raw,9,16.14
2020092326,2020,1,PRK17,23920,Burbank,Off Harvest Line (Loading Conveyer),9/22/2020,9/23/2020,1.086,0.56,0.1,0.66,0.56,,,
2019100103,2019,1,PRK21,23050,Burbank,Off Harvest Line (Loading Conveyer),9/28/2019,10/1/2019,1.079,0.46,0.13,0.34,0.61,Blanch,4,11.54
2019100103,2019,1,PRK21,23050,Burbank,Off Harvest Line (Loading Conveyer),9/28/2019,10/1/2019,1.079,0.46,0.13,0.34,0.61,Raw,22,19.47
2021070909,2020,1,PRK17,23910,Burbank,Out-of-Storage (Bin),7/9/2021,7/9/2021,0,0,0,0,0,Blanch,4,8.15
2021070909,2020,1,PRK17,23910,Burbank,Out-of-Storage (Bin),7/9/2021,7/9/2021,0,0,0,0,0,Raw,14,14.75
2019090423,2019,1,NOBIN,22400,Burbank,Direct From Field,9/3/2019,9/4/2019,1.081,0.94,0.27,0.86,0.38,,,
2020121421,2020,1,OSG14,22050,Burbank,Out-of-Storage (Bin),12/14/2020,12/14/2020,1.078,0.6,0.27,0.31,2.31,Blanch,7,11.55
2020121421,2020,1,OSG14,22050,Burbank,Out-of-Storage (Bin),12/14/2020,12/14/2020,1.078,0.6,0.27,0.31,2.31,Raw,26,21.63
2019121118,2019,1,PRK21,23750,Burbank,Out-of-Storage (Bin),12/11/2019,12/11/2019,1.085,0.52,0.32,0.48,1.51,Blanch,23,20.85
