Date,DE,CNHI,AGCO,TWI,LNN,ALG
2015-01-02,88.33999633789062,7.900000095367432,45.02000045776367,10.760000228881836,85.13999938964844,49.06999969482422
2015-01-05,86.44999694824219,7.420000076293945,42.95000076293945,10.279999732971191,83.08000183105469,48.869998931884766
2015-01-06,85.7300033569336,7.579999923706055,42.75,10.069999694824219,80.83000183105469,48.81999969482422
2015-01-07,85.36000061035156,7.579999923706055,42.720001220703125,9.979999542236328,82.0,49.27000045776367
2015-01-08,86.48999786376953,7.630000114440918,43.630001068115234,10.319999694824219,84.97000122070312,49.040000915527344
2015-01-09,85.6500015258789,7.480000019073486,43.16999816894531,10.270000457763672,85.08999633789062,48.900001525878906
2015-01-12,85.44999694824219,7.610000133514404,43.22999954223633,10.09000015258789,84.70999908447266,49.040000915527344
2015-01-13,85.88999938964844,7.590000152587891,43.25,9.989999771118164,83.5999984741211,49.4900016784668
2015-01-14,86.4800033569336,7.579999923706055,43.47999954223633,10.09000015258789,83.1500015258789,48.880001068115234
2015-01-15,87.19999694824219,7.510000228881836,42.9900016784668,9.84000015258789,82.41000366210938,47.0
2015-01-16,87.30000305175781,7.599999904632568,43.33000183105469,9.880000114440918,82.91999816894531,46.880001068115234
2015-01-20,87.12999725341797,7.550000190734863,43.56999969482422,9.699999809265137,83.55000305175781,46.25
2015-01-21,87.62999725341797,7.75,43.880001068115234,9.539999961853027,83.08000183105469,45.7400016784668
2015-01-22,89.51000213623047,7.789999961853027,44.380001068115234,9.710000038146973,85.51000213623047,46.61000061035156
2015-01-23,88.3499984741211,7.550000190734863,43.619998931884766,9.609999656677246,86.30999755859375,47.0
2015-01-26,88.43000030517578,7.630000114440918,44.58000183105469,9.8100004196167,85.80000305175781,47.650001525878906
2015-01-27,86.04000091552734,7.480000019073486,43.29999923706055,9.449999809265137,86.16000366210938,45.88999938964844
2015-01-28,84.58000183105469,7.360000133514404,43.02000045776367,9.050000190734863,84.94000244140625,45.040000915527344
2015-01-29,85.91000366210938,7.690000057220459,43.63999938964844,9.149999618530273,87.94000244140625,46.18000030517578
2015-01-30,85.19000244140625,7.650000095367432,43.34000015258789,8.9399995803833,86.41999816894531,45.04999923706055
2015-02-02,86.63999938964844,7.590000152587891,44.709999084472656,9.359999656677246,85.72000122070312,46.040000915527344
2015-02-03,88.62999725341797,7.789999961853027,48.959999084472656,9.949999809265137,85.30000305175781,47.959999084472656
2015-02-04,88.68000030517578,7.679999828338623,47.619998931884766,9.75,85.5199966430664,48.0
2015-02-05,89.12000274658203,7.809999942779541,48.84000015258789,9.970000267028809,87.61000061035156,48.72999954223633
2015-02-06,88.9800033569336,7.699999809265137,48.88999938964844,10.130000114440918,87.97000122070312,48.63999938964844
2015-02-09,88.94999694824219,7.699999809265137,49.18000030517578,9.989999771118164,87.19999694824219,48.04999923706055
2015-02-10,88.75,7.820000171661377,48.470001220703125,9.65999984741211,87.62000274658203,48.150001525878906
2015-02-11,88.81999969482422,7.769999980926514,48.79999923706055,9.670000076293945,87.7300033569336,48.11000061035156
2015-02-12,89.37000274658203,8.109999656677246,48.810001373291016,9.59000015258789,88.95999908447266,48.06999969482422
2015-02-13,90.04000091552734,8.130000114440918,49.779998779296875,9.630000114440918,88.94000244140625,49.0
2015-02-17,89.91999816894531,8.300000190734863,49.849998474121094,9.609999656677246,87.91999816894531,49.31999969482422
2015-02-18,92.75,8.550000190734863,50.52000045776367,9.850000381469727,88.08999633789062,49.2599983215332
2015-02-19,91.70999908447266,8.670000076293945,50.4900016784668,9.670000076293945,88.08999633789062,49.56999969482422
2015-02-20,92.43000030517578,8.739999771118164,50.459999084472656,9.59000015258789,88.56999969482422,49.189998626708984
2015-02-23,90.9800033569336,8.5600004196167,49.849998474121094,9.399999618530273,87.94000244140625,49.2400016784668
2015-02-24,91.5,8.5,50.08000183105469,9.359999656677246,88.13999938964844,51.459999084472656
2015-02-25,91.62000274658203,8.40999984741211,50.43000030517578,9.399999618530273,88.16999816894531,50.31999969482422
2015-02-26,91.18000030517578,8.3100004196167,49.95000076293945,10.210000038146973,88.87999725341797,50.470001220703125
